,Cycle,Office,Abbreviation,Rating,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent,ThirdVotesTotalPercent,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdStatus,OtherVotes,PluralityVotes,ElectoralVotes,Dateline,State,RaceNotes,Raw,Incumbent.Party
333,1996,President,PA,Lean D,D,44.84,55.16,9.56,"1,801,169","Dole, Robert",Challenger,"2,215,819","Clinton, Bill",Incumbent,Reform,"430,984",Challenger,"58,146","414,650",23,10-23-1996,Pennsylvania,,,
334,1996,President,RI,Solid D,D,31,69,11.2,"104,683","Dole, Robert",Challenger,"233,050","Clinton, Bill",Incumbent,Reform,"43,723",Challenger,"8,828","128,367",4,10-23-1996,Rhode Island,,,
335,1996,President,SC,Lean R,R,53.11,46.89,5.59,"573,458","Dole, Robert",Challenger,"506,283","Clinton, Bill",Incumbent,Reform,"64,386",Challenger,"7,562","67,175",8,10-23-1996,South Carolina,,,
336,1996,President,SD,Toss Up,R,51.93,48.07,9.65,"150,543","Dole, Robert",Challenger,"139,333","Clinton, Bill",Incumbent,Reform,"31,250",Challenger,"2,700","11,210",3,10-23-1996,South Dakota,,,
337,1996,President,TN,Lean D,D,48.71,51.29,5.59,"863,530","Dole, Robert",Challenger,"909,146","Clinton, Bill",Incumbent,Reform,"105,918",Challenger,"15,511","45,616",11,10-23-1996,Tennessee,,,
338,1996,President,TX,Lean R,R,52.66,47.34,6.75,"2,736,167","Dole, Robert",Challenger,"2,459,683","Clinton, Bill",Incumbent,Reform,"378,537",Challenger,"37,257","276,484",32,10-23-1996,Texas,,,
339,1996,President,UT,Likely R,R,62.02,37.98,9.98,"361,911","Dole, Robert",Challenger,"221,633","Clinton, Bill",Incumbent,Reform,"66,461",Challenger,"15,624","140,278",5,10-23-1996,Utah,,,
340,1996,President,VT,Solid D,D,36.82,63.18,12,"80,352","Dole, Robert",Challenger,"137,894","Clinton, Bill",Incumbent,Reform,"31,024",Challenger,"9,179","57,542",3,10-23-1996,Vermont,,,
341,1996,President,VA,Toss Up,R,51.06,48.94,6.62,"1,138,350","Dole, Robert",Challenger,"1,091,060","Clinton, Bill",Incumbent,Reform,"159,861",Challenger,"27,371","47,290",13,10-23-1996,Virginia,,,
342,1996,President,WA,Likely D,D,42.81,57.19,8.92,"840,712","Dole, Robert",Challenger,"1,123,323","Clinton, Bill",Incumbent,Reform,"201,003",Challenger,"88,799","282,611",11,10-23-1996,Washington,,,
343,1996,President,WV,Solid D,D,41.65,58.35,11.26,"233,946","Dole, Robert",Challenger,"327,812","Clinton, Bill",Incumbent,Reform,"71,639",Challenger,"3,062","93,866",5,10-23-1996,West Virginia,,,
344,1996,President,WI,Likely D,D,44.08,55.92,10.35,"845,029","Dole, Robert",Challenger,"1,071,971","Clinton, Bill",Incumbent,Reform,"227,339",Challenger,"51,830","226,942",11,10-23-1996,Wisconsin,,,
345,1996,President,WY,Likely R,R,57.49,42.51,12.25,"105,388","Dole, Robert",Challenger,"77,934","Clinton, Bill",Incumbent,Reform,"25,928",Challenger,"2,321","27,454",3,10-23-1996,Wyoming,,,
346,1996,President,AL,Lean R,R,53.73,46.27,6.01,"769,044","Dole, Robert",Challenger,"662,165","Clinton, Bill",Incumbent,Reform,"92,149",Challenger,"10,991","106,879",9,10-23-1996,Alabama,,,
347,1996,President,AK,Lean R,R,60.43,39.57,10.9,"122,746","Dole, Robert",Challenger,"80,380","Clinton, Bill",Incumbent,Reform,"26,333",Challenger,"12,161","42,366",3,10-23-1996,Alaska,,,
348,1996,President,AZ,Lean D,D,48.78,51.22,7.98,"622,073","Dole, Robert",Challenger,"653,288","Clinton, Bill",Incumbent,Reform,"112,072",Challenger,"16,972","31,215",8,10-23-1996,Arizona,,,
349,1996,President,AR,Solid D,D,40.65,59.35,7.9,"325,416","Dole, Robert",Challenger,"475,171","Clinton, Bill",Incumbent,Reform,"69,884",Challenger,"13,791","149,755",6,10-23-1996,Arkansas,,,
350,1996,President,CA,Likely D,D,42.78,57.22,6.96,"3,828,380","Dole, Robert",Challenger,"5,119,835","Clinton, Bill",Incumbent,Reform,"697,847",Challenger,"373,422","1,291,455",54,10-23-1996,California,,,
351,1996,President,CO,Toss Up,R,50.76,49.24,6.59,"691,848","Dole, Robert",Challenger,"671,152","Clinton, Bill",Incumbent,Reform,"99,629",Challenger,"48,075","20,696",8,10-23-1996,Colorado,,,
352,1996,President,CT,Likely D,D,39.64,60.36,10.02,"483,109","Dole, Robert",Challenger,"735,740","Clinton, Bill",Incumbent,Reform,"139,523",Challenger,"34,242","252,631",8,10-23-1996,Connecticut,,,
353,1996,President,DE,Lean D,D,41.38,58.62,10.59,"99,062","Dole, Robert",Challenger,"140,355","Clinton, Bill",Incumbent,Reform,"28,719",Challenger,"2,948","41,293",3,10-23-1996,Delaware,,,
354,1996,President,DC,Solid D,D,9.88,90.12,1.94,"17,339","Dole, Robert",Challenger,"158,220","Clinton, Bill",Incumbent,Reform,"3,611",Challenger,"6,556","140,881",3,10-23-1996,District of Columbia,,,
355,1996,President,FL,Toss Up,D,46.85,53.15,9.12,"2,244,536","Dole, Robert",Challenger,"2,546,870","Clinton, Bill",Incumbent,Reform,"483,870",Challenger,"28,518","302,334",25,10-23-1996,Florida,,,
356,1996,President,GA,Toss Up,R,50.63,49.37,6.37,"1,080,843","Dole, Robert",Challenger,"1,053,849","Clinton, Bill",Incumbent,Reform,"146,337",Challenger,"18,042","26,994",13,10-23-1996,Georgia,,,
357,1996,President,HI,Solid D,D,35.72,64.28,7.6,"113,943","Dole, Robert",Challenger,"205,012","Clinton, Bill",Incumbent,Reform,"27,358",Challenger,"13,807","91,069",4,10-23-1996,Hawaii,,,
358,1996,President,ID,Solid R,R,60.8,39.2,12.71,"256,595","Dole, Robert",Challenger,"165,443","Clinton, Bill",Incumbent,Reform,"62,518",Challenger,"7,163","91,152",4,10-23-1996,Idaho,,,
359,1996,President,IL,Likely D,D,40.39,59.61,8.03,"1,587,021","Dole, Robert",Challenger,"2,341,744","Clinton, Bill",Incumbent,Reform,"346,408",Challenger,"36,218","754,723",22,10-23-1996,Illinois,,,
360,1996,President,IN,Toss Up,R,53.15,46.85,10.5,"1,006,693","Dole, Robert",Challenger,"887,424","Clinton, Bill",Incumbent,Reform,"224,299",Challenger,"17,426","119,269",12,10-23-1996,Indiana,,,
361,1996,President,IA,Likely D,D,44.27,55.73,8.52,"492,644","Dole, Robert",Challenger,"620,258","Clinton, Bill",Incumbent,Reform,"105,159",Challenger,"16,014","127,614",7,10-23-1996,Iowa,,,
362,1996,President,KS,Solid R,R,60.07,39.93,8.62,"583,245","Dole, Robert",Challenger,"387,659","Clinton, Bill",Incumbent,Reform,"92,639",Challenger,"10,757","195,586",6,10-23-1996,Kansas,,,
363,1996,President,KY,Toss Up,D,49.47,50.53,8.67,"623,283","Dole, Robert",Challenger,"636,614","Clinton, Bill",Incumbent,Reform,"120,396",Challenger,"8,415","13,331",8,10-23-1996,Kentucky,,,
364,1996,President,LA,Lean D,D,43.44,56.56,6.91,"712,586","Dole, Robert",Challenger,"927,837","Clinton, Bill",Incumbent,Reform,"123,293",Challenger,"20,243","215,251",9,10-23-1996,Louisiana,,,
365,1996,President,ME,Lean D,D,37.34,62.66,14.19,"186,378","Dole, Robert",Challenger,"312,788","Clinton, Bill",Incumbent,Reform,"85,970",Challenger,"20,761","126,410",4,10-23-1996,Maine,,,
366,1996,President,MD,Solid D,D,41.36,58.64,6.5,"681,530","Dole, Robert",Challenger,"966,207","Clinton, Bill",Incumbent,Reform,"115,812",Challenger,"17,321","284,677",10,10-23-1996,Maryland,,,
367,1996,President,MA,Solid D,D,31.36,68.64,8.89,"718,107","Dole, Robert",Challenger,"1,571,763","Clinton, Bill",Incumbent,Reform,"227,217",Challenger,"39,698","853,656",12,10-23-1996,Massachusetts,,,
368,1996,President,MI,Lean D,D,42.68,57.32,8.75,"1,481,212","Dole, Robert",Challenger,"1,989,653","Clinton, Bill",Incumbent,Reform,"336,670",Challenger,"41,309","508,441",18,10-23-1996,Michigan,,,
369,1996,President,MN,Solid D,D,40.62,59.38,11.75,"766,476","Dole, Robert",Challenger,"1,120,438","Clinton, Bill",Incumbent,Reform,"257,704",Challenger,"48,022","353,962",10,10-23-1996,Minnesota,,,
370,1996,President,MS,Lean R,R,52.75,47.25,5.84,"439,838","Dole, Robert",Challenger,"394,022","Clinton, Bill",Incumbent,Reform,"52,222",Challenger,"7,775","45,816",7,10-23-1996,Mississippi,,,
371,1996,President,MO,Likely D,D,46.45,53.55,10.06,"890,016","Dole, Robert",Challenger,"1,025,935","Clinton, Bill",Incumbent,Reform,"217,188",Challenger,"24,926","135,919",11,10-23-1996,Missouri,,,
372,1996,President,MT,Toss Up,R,51.69,48.31,13.56,"179,652","Dole, Robert",Challenger,"167,922","Clinton, Bill",Incumbent,Reform,"55,229",Challenger,"4,458","11,730",3,10-23-1996,Montana,,,
373,1992,President,AL,Toss Up,R,53.82,46.18,10.85,"804,283","Bush, George H.",Incumbent,"690,080","Clinton, Bill",Challenger,Reform,"183,109",Challenger,"10,588","114,203",9,10-28-1992,Alabama,,,
374,1992,President,AK,Toss Up,R,56.57,43.43,28.43,"102,000","Bush, George H.",Incumbent,"78,294","Clinton, Bill",Challenger,Reform,"73,481",Challenger,"4,731","23,706",3,10-28-1992,Alaska,,,
375,1992,President,AZ,Toss Up,R,51.3,48.7,23.79,"572,086","Bush, George H.",Incumbent,"543,050","Clinton, Bill",Challenger,Reform,"353,741",Challenger,"18,098","29,036",8,10-28-1992,Arizona,,,
376,1992,President,AR,Solid D,D,40.01,59.99,10.43,"337,324","Bush, George H.",Incumbent,"505,823","Clinton, Bill",Challenger,Reform,"99,132",Challenger,"8,374","168,499",6,10-28-1992,Arkansas,,,
377,1992,President,CA,Solid D,D,41.48,58.52,20.63,"3,630,574","Bush, George H.",Incumbent,"5,121,325","Clinton, Bill",Challenger,Reform,"2,296,006",Challenger,"83,816","1,490,751",54,10-28-1992,California,,,
378,1992,President,CO,Lean D,D,47.2,52.8,23.32,"562,850","Bush, George H.",Incumbent,"629,681","Clinton, Bill",Challenger,Reform,"366,010",Challenger,"10,639","66,831",8,10-28-1992,Colorado,,,
379,1992,President,CT,Lean D,D,45.87,54.13,21.58,"578,313","Bush, George H.",Incumbent,"682,318","Clinton, Bill",Challenger,Reform,"348,771",Challenger,"6,930","104,005",8,10-28-1992,Connecticut,,,
380,1992,President,DE,Toss Up,D,44.8,55.2,20.44,"102,313","Bush, George H.",Incumbent,"126,054","Clinton, Bill",Challenger,Reform,"59,213",Challenger,"2,155","23,741",3,10-28-1992,Delaware,,,
381,1992,President,DC,Solid D,D,9.7,90.3,4.25,"20,698","Bush, George H.",Incumbent,"192,619","Clinton, Bill",Challenger,Reform,"9,681",Challenger,"4,574","171,921",3,10-28-1992,District of Columbia,,,
382,1992,President,FL,Toss Up,R,51.18,48.82,19.82,"2,173,310","Bush, George H.",Incumbent,"2,072,698","Clinton, Bill",Challenger,Reform,"1,053,067",Challenger,"15,317","100,612",25,10-28-1992,Florida,,,
383,1992,President,GA,Toss Up,D,49.66,50.34,13.34,"995,252","Bush, George H.",Incumbent,"1,008,966","Clinton, Bill",Challenger,Reform,"309,657",Challenger,"7,250","13,714",13,10-28-1992,Georgia,,,
384,1992,President,HI,Solid D,D,43.28,56.72,14.22,"136,822","Bush, George H.",Incumbent,"179,310","Clinton, Bill",Challenger,Reform,"53,003",Challenger,"3,707","42,488",4,10-28-1992,Hawaii,,,
385,1992,President,ID,Toss Up,R,59.66,40.34,27.04,"202,645","Bush, George H.",Incumbent,"137,013","Clinton, Bill",Challenger,Reform,"130,395",Challenger,"12,089","65,632",4,10-28-1992,Idaho,,,
386,1992,President,IL,Likely D,D,41.41,58.59,16.64,"1,734,096","Bush, George H.",Incumbent,"2,453,350","Clinton, Bill",Challenger,Reform,"840,515",Challenger,"22,196","719,254",22,10-28-1992,Illinois,,,
387,1992,President,IN,Lean R,R,53.83,46.17,19.77,"989,375","Bush, George H.",Incumbent,"848,420","Clinton, Bill",Challenger,Reform,"455,934",Challenger,"12,142","140,955",12,10-28-1992,Indiana,,,
388,1992,President,IA,Toss Up,D,46.27,53.73,18.71,"504,891","Bush, George H.",Incumbent,"586,353","Clinton, Bill",Challenger,Reform,"253,468",Challenger,"9,895","81,462",7,10-28-1992,Iowa,,,
389,1992,President,KS,Toss Up,R,53.54,46.46,26.99,"449,951","Bush, George H.",Incumbent,"390,434","Clinton, Bill",Challenger,Reform,"312,358",Challenger,"4,592","59,517",6,10-28-1992,Kansas,,,
390,1992,President,KY,Toss Up,D,48.13,51.87,13.66,"617,178","Bush, George H.",Incumbent,"665,104","Clinton, Bill",Challenger,Reform,"203,944",Challenger,"6,674","47,926",8,10-28-1992,Kentucky,,,
391,1992,President,LA,Toss Up,D,47.33,52.67,11.81,"733,386","Bush, George H.",Incumbent,"815,971","Clinton, Bill",Challenger,Reform,"211,478",Challenger,"29,182","82,585",9,10-28-1992,Louisiana,,,
392,1992,President,ME,Lean D,D,43.94,56.06,30.44,"206,504","Bush, George H.",Incumbent,"263,420","Clinton, Bill",Challenger,Reform,"206,820",Challenger,"2,755","56,600",4,10-28-1992,Maine,,,
393,1992,President,MD,Likely D,D,41.7,58.3,14.18,"707,094","Bush, George H.",Incumbent,"988,571","Clinton, Bill",Challenger,Reform,"281,414",Challenger,"7,967","281,477",10,10-28-1992,Maryland,,,
394,1992,President,MA,Solid D,D,37.91,62.09,22.74,"805,049","Bush, George H.",Incumbent,"1,318,662","Clinton, Bill",Challenger,Reform,"630,731",Challenger,"19,258","513,613",12,10-28-1992,Massachusetts,,,
395,1992,President,MI,Lean D,D,45.38,54.62,19.3,"1,554,940","Bush, George H.",Incumbent,"1,871,182","Clinton, Bill",Challenger,Reform,"824,813",Challenger,"23,738","316,242",18,10-28-1992,Michigan,,,
396,1992,President,MN,Likely D,D,42.28,57.72,23.96,"747,841","Bush, George H.",Incumbent,"1,020,997","Clinton, Bill",Challenger,Reform,"562,506",Challenger,"16,604","273,156",10,10-28-1992,Minnesota,,,
397,1992,President,MS,Lean R,R,54.93,45.07,8.72,"487,793","Bush, George H.",Incumbent,"400,258","Clinton, Bill",Challenger,Reform,"85,626",Challenger,"8,116","87,535",7,10-28-1992,Mississippi,,,
398,1992,President,MO,Lean D,D,43.49,56.51,21.69,"811,159","Bush, George H.",Incumbent,"1,053,873","Clinton, Bill",Challenger,Reform,"518,741",Challenger,"7,792","242,714",11,10-28-1992,Missouri,,,
399,1992,President,MT,Toss Up,D,48.28,51.72,26.11,"144,207","Bush, George H.",Incumbent,"154,507","Clinton, Bill",Challenger,Reform,"107,225",Challenger,"4,672","10,300",3,10-28-1992,Montana,,,
400,1992,President,NE,Lean R,R,61.31,38.69,23.61,"343,678","Bush, George H.",Incumbent,"216,864","Clinton, Bill",Challenger,Reform,"174,104",Challenger,"2,900","126,814",5,10-28-1992,Nebraska,,,
401,1992,President,NV,Lean R,D,48.18,51.82,26.19,"175,828","Bush, George H.",Incumbent,"189,148","Clinton, Bill",Challenger,Reform,"132,580",Challenger,"8,762","13,320",4,10-28-1992,Nevada,,,
402,1992,President,NH,Toss Up,D,49.2,50.8,22.56,"202,484","Bush, George H.",Incumbent,"209,040","Clinton, Bill",Challenger,Reform,"121,337",Challenger,"5,082","6,556",4,10-28-1992,New Hampshire,,,
403,1992,President,NJ,Lean D,D,48.58,51.42,15.61,"1,356,865","Bush, George H.",Incumbent,"1,436,206","Clinton, Bill",Challenger,Reform,"521,829",Challenger,"28,694","79,341",15,10-28-1992,New Jersey,,,
404,1992,President,NM,Toss Up,D,44.86,55.14,16.12,"212,824","Bush, George H.",Incumbent,"261,617","Clinton, Bill",Challenger,Reform,"91,895",Challenger,"3,650","48,793",5,10-28-1992,New Mexico,,,
405,1992,President,NY,Solid D,D,40.52,59.48,15.75,"2,346,649","Bush, George H.",Incumbent,"3,444,450","Clinton, Bill",Challenger,Reform,"1,090,721",Challenger,"45,105","1,097,801",33,10-28-1992,New York,,,
406,1992,President,NC,Toss Up,R,50.46,49.54,13.7,"1,134,661","Bush, George H.",Incumbent,"1,114,042","Clinton, Bill",Challenger,Reform,"357,864",Challenger,"5,283","20,619",14,10-28-1992,North Carolina,,,
407,1992,President,ND,Toss Up,R,57.87,42.13,23.07,"136,244","Bush, George H.",Incumbent,"99,168","Clinton, Bill",Challenger,Reform,"71,084",Challenger,"1,637","37,076",3,10-28-1992,North Dakota,,,
408,1992,President,OH,Lean D,D,48.83,51.17,20.98,"1,894,310","Bush, George H.",Incumbent,"1,984,942","Clinton, Bill",Challenger,Reform,"1,036,426",Challenger,"24,289","90,632",21,10-28-1992,Ohio,,,
409,1992,President,OK,Lean R,R,55.62,44.38,23.01,"592,929","Bush, George H.",Incumbent,"473,066","Clinton, Bill",Challenger,Reform,"319,878",Challenger,"4,486","119,863",8,10-28-1992,Oklahoma,,,
410,1992,President,OR,Likely D,D,43.37,56.63,24.21,"475,757","Bush, George H.",Incumbent,"621,314","Clinton, Bill",Challenger,Reform,"354,091",Challenger,"11,481","145,557",7,10-28-1992,Oregon,,,
411,1992,President,PA,Likely D,D,44.45,55.55,18.2,"1,791,841","Bush, George H.",Incumbent,"2,239,164","Clinton, Bill",Challenger,Reform,"902,667",Challenger,"26,138","447,323",23,10-28-1992,Pennsylvania,,,
412,1992,President,RI,Solid D,D,38.16,61.84,23.16,"131,601","Bush, George H.",Incumbent,"213,299","Clinton, Bill",Challenger,Reform,"105,045",Challenger,"3,532","81,698",4,10-28-1992,Rhode Island,,,
413,1992,President,SC,Lean R,R,54.64,45.36,11.55,"577,507","Bush, George H.",Incumbent,"479,514","Clinton, Bill",Challenger,Reform,"138,872",Challenger,"6,634","97,993",8,10-28-1992,South Carolina,,,
414,1992,President,SD,Toss Up,R,52.26,47.74,21.8,"136,718","Bush, George H.",Incumbent,"124,888","Clinton, Bill",Challenger,Reform,"73,295",Challenger,"1,353","11,830",3,10-28-1992,South Dakota,,,
415,1992,President,TN,Lean D,D,47.4,52.6,10.09,"841,300","Bush, George H.",Incumbent,"933,521","Clinton, Bill",Challenger,Reform,"199,968",Challenger,"7,849","92,221",11,10-28-1992,Tennessee,,,
416,1992,President,TX,Toss Up,R,52.24,47.76,22.01,"2,496,071","Bush, George H.",Incumbent,"2,281,815","Clinton, Bill",Challenger,Reform,"1,354,781",Challenger,"21,351","214,256",32,10-28-1992,Texas,,,
417,1992,President,UT,Solid R,R,63.75,36.25,27.34,"322,632","Bush, George H.",Incumbent,"183,429","Clinton, Bill",Challenger,Reform,"203,400",Challenger,"34,538","119,232",5,10-28-1992,Utah,,,
418,1992,President,VT,Likely D,D,39.75,60.25,22.78,"88,122","Bush, George H.",Incumbent,"133,592","Clinton, Bill",Challenger,Reform,"65,991",Challenger,"1,996","45,470",3,10-28-1992,Vermont,,,
419,1992,President,VA,Lean R,R,52.56,47.44,13.63,"1,150,517","Bush, George H.",Incumbent,"1,038,650","Clinton, Bill",Challenger,Reform,"348,639",Challenger,"20,859","111,867",13,10-28-1992,Virginia,,,
420,1992,President,WA,Likely D,D,42.41,57.59,23.68,"731,234","Bush, George H.",Incumbent,"993,037","Clinton, Bill",Challenger,Reform,"541,780",Challenger,"22,179","261,803",11,10-28-1992,Washington,,,
421,1992,President,WV,Solid D,D,42.23,57.77,15.92,"241,974","Bush, George H.",Incumbent,"331,001","Clinton, Bill",Challenger,Reform,"108,829",Challenger,"1,958","89,027",5,10-28-1992,West Virginia,,,
422,1992,President,WI,Toss Up,D,47.21,52.79,21.51,"930,855","Bush, George H.",Incumbent,"1,041,066","Clinton, Bill",Challenger,Reform,"544,479",Challenger,"14,714","110,211",11,10-28-1992,Wisconsin,,,
423,1992,President,WY,Lean R,R,53.79,46.21,25.56,"79,347","Bush, George H.",Incumbent,"68,160","Clinton, Bill",Challenger,Reform,"51,263",Challenger,"1,828","11,187",3,10-28-1992,Wyoming,,,
424,1988,President,AL,Solid R,R,59.75,40.25,0,"815,576","Bush, George H.",Challenger,"549,506","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"13,394","266,070",9,09-24-1988,Alabama,,,
425,1988,President,AK,Solid R,R,62.16,37.84,0,"119,251","Bush, George H.",Challenger,"72,584","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"8,281","46,667",3,09-24-1988,Alaska,,,
426,1988,President,AZ,Solid R,R,60.74,39.26,0,"702,541","Bush, George H.",Challenger,"454,029","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"15,303","248,512",7,09-24-1988,Arizona,,,
427,1988,President,AR,Toss Up,R,57.19,42.81,0,"466,578","Bush, George H.",Challenger,"349,237","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"11,923","117,341",6,09-24-1988,Arkansas,,,
428,1988,President,CA,Toss Up,R,51.81,48.19,0,"5,054,917","Bush, George H.",Challenger,"4,702,233","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"129,915","352,684",47,09-24-1988,California,,,
429,1988,President,CO,Likely R,R,53.95,46.05,0,"728,177","Bush, George H.",Challenger,"621,453","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"22,764","106,724",8,09-24-1988,Colorado,,,
430,1988,President,CT,Lean D,R,52.58,47.42,0,"750,241","Bush, George H.",Challenger,"676,584","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"16,569","73,657",8,09-24-1988,Connecticut,,,
431,1988,President,DE,Toss Up,R,56.24,43.76,0,"139,639","Bush, George H.",Challenger,"108,647","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"1,605","30,992",3,09-24-1988,Delaware,,,
432,1988,President,DC,Solid D,D,14.75,85.25,0,"27,590","Bush, George H.",Challenger,"159,407","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"5,880","131,817",3,09-24-1988,District of Columbia,,,
433,1988,President,FL,Solid R,R,61.25,38.75,0,"2,618,885","Bush, George H.",Challenger,"1,656,701","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"26,727","962,184",21,09-24-1988,Florida,,,
434,1988,President,GA,Likely R,R,60.1,39.9,0,"1,081,331","Bush, George H.",Challenger,"717,792","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"13,549","363,539",12,09-24-1988,Georgia,,,
435,1988,President,HI,Solid D,D,45.19,54.81,0,"158,625","Bush, George H.",Challenger,"192,364","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"3,472","33,739",4,09-24-1988,Hawaii,,,
436,1988,President,ID,Solid R,R,63.29,36.71,0,"253,881","Bush, George H.",Challenger,"147,272","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"7,815","106,609",4,09-24-1988,Idaho,,,
437,1988,President,IL,Toss Up,R,51.05,48.95,0,"2,310,939","Bush, George H.",Challenger,"2,215,940","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"32,241","94,999",24,09-24-1988,Illinois,,,
438,1988,President,IN,Solid R,R,60.13,39.87,0,"1,297,763","Bush, George H.",Challenger,"860,643","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"10,215","437,120",12,09-24-1988,Indiana,,,
439,1988,President,IA,Lean D,D,44.85,55.15,0,"545,355","Bush, George H.",Challenger,"670,557","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"9,702","125,202",8,09-24-1988,Iowa,,,
440,1988,President,KS,Likely R,R,56.73,43.27,0,"554,049","Bush, George H.",Challenger,"422,636","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"16,359","131,413",7,09-24-1988,Kansas,,,
441,1988,President,KY,Lean R,R,55.85,44.15,0,"734,281","Bush, George H.",Challenger,"580,368","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"7,868","153,913",9,09-24-1988,Kentucky,,,
442,1988,President,LA,Lean R,R,55.19,44.81,0,"883,702","Bush, George H.",Challenger,"717,460","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"27,040","166,242",10,09-24-1988,Louisiana,,,
443,1988,President,ME,Lean R,R,55.77,44.23,0,"307,131","Bush, George H.",Challenger,"243,569","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"4,335","63,562",4,09-24-1988,Maine,,,
444,1988,President,MD,Likely D,R,51.46,48.54,0,"876,167","Bush, George H.",Challenger,"826,304","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"11,887","49,863",10,09-24-1988,Maryland,,,
445,1988,President,MA,Likely D,D,46.02,53.98,0,"1,194,635","Bush, George H.",Challenger,"1,401,415","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"36,755","206,780",13,09-24-1988,Massachusetts,,,
446,1988,President,MI,Toss Up,R,53.98,46.02,0,"1,965,486","Bush, George H.",Challenger,"1,675,783","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"27,894","289,703",20,09-24-1988,Michigan,,,
447,1988,President,MN,Solid D,D,46.45,53.55,0,"962,337","Bush, George H.",Challenger,"1,109,471","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"24,982","147,134",10,09-24-1988,Minnesota,,,
448,1988,President,MS,Solid R,R,60.52,39.48,0,"557,890","Bush, George H.",Challenger,"363,921","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"9,716","193,969",7,09-24-1988,Mississippi,,,
449,1988,President,MO,Toss Up,R,52,48,0,"1,084,953","Bush, George H.",Challenger,"1,001,619","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"7,141","83,334",11,09-24-1988,Missouri,,,
450,1988,President,MT,Lean R,R,52.99,47.01,0,"190,412","Bush, George H.",Challenger,"168,936","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"6,326","21,476",4,09-24-1988,Montana,,,
451,1988,President,NE,Likely R,R,60.55,39.45,0,"397,956","Bush, George H.",Challenger,"259,235","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"4,274","138,721",5,09-24-1988,Nebraska,,,
452,1988,President,NV,Solid R,R,60.82,39.18,0,"206,040","Bush, George H.",Challenger,"132,738","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"11,289","73,302",4,09-24-1988,Nevada,,,
453,1988,President,NH,Solid R,R,63.23,36.77,0,"281,537","Bush, George H.",Challenger,"163,696","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"5,841","117,841",4,09-24-1988,New Hampshire,,,
454,1988,President,NJ,Lean R,R,56.9,43.1,0,"1,743,192","Bush, George H.",Challenger,"1,320,352","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"36,009","422,840",16,09-24-1988,New Jersey,,,
455,1988,President,NM,Lean R,R,52.51,47.49,0,"270,341","Bush, George H.",Challenger,"244,497","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"6,449","25,844",5,09-24-1988,New Mexico,,,
456,1988,President,NY,Likely D,D,47.93,52.07,0,"3,081,871","Bush, George H.",Challenger,"3,347,882","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"55,930","266,011",36,09-24-1988,New York,,,
457,1988,President,NC,Likely R,R,58.16,41.84,0,"1,237,258","Bush, George H.",Challenger,"890,167","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"6,945","347,091",13,09-24-1988,North Carolina,,,
458,1988,President,ND,Likely R,R,56.6,43.4,0,"166,559","Bush, George H.",Challenger,"127,739","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"2,963","38,820",3,09-24-1988,North Dakota,,,
459,1988,President,OH,Lean R,R,55.47,44.53,0,"2,416,549","Bush, George H.",Challenger,"1,939,629","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"37,521","476,920",23,09-24-1988,Ohio,,,
